Time_Seconds,RMS_Energy,Spectral_Centroid,ZCR,Novelty_Curve,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
0.0,2.6443911e-05,4972.822639468893,0.3359375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023219954648526078,5.214702e-05,4782.650141002108,0.44140625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046439909297052155,6.653574e-05,4931.401327476878,0.544921875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06965986394557823,7.944573e-05,4988.099439474051,0.46826171875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09287981859410431,8.827793e-05,4920.603786959273,0.40283203125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11609977324263039,8.900529e-05,4713.87392547967,0.39013671875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13931972789115646,8.987775e-05,4668.198831583824,0.3896484375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16253968253968254,8.969187e-05,4788.125073378982,0.3857421875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18575963718820862,8.977071e-05,4874.877682377128,0.40380859375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2089795918367347,8.845635e-05,4744.852681834867,0.40380859375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23219954648526078,8.781707e-05,4620.013588155951,0.40576171875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25541950113378686,8.8370296e-05,4861.305730573798,0.3955078125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2786394557823129,8.682899e-05,4883.336697490515,0.38525390625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.301859410430839,8.878496e-05,4710.5768953226125,0.3837890625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3250793650793651,9.2160786e-05,4680.857368226096,0.36181640625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34829931972789113,9.264248e-05,4652.204006182744,0.35791015625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37151927437641724,9.216317e-05,4552.898444420196,0.3671875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3947392290249433,8.981557e-05,4703.070430253075,0.37353515625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4179591836734694,8.7297725e-05,4882.117975010764,0.388671875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44117913832199546,8.973613e-05,4814.54541804474,0.38916015625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46439909297052157,9.025845e-05,4623.713456774813,0.39013671875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4876190476190476,9.117112e-05,4701.782483986797,0.3779296875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5108390022675737,8.971983e-05,4878.27002060899,0.373046875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5340589569160997,8.813396e-05,4751.164999431524,0.38623046875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5572789115646258,9.1131275e-05,4856.2584007148835,0.38037109375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5804988662131519,9.110549e-05,4827.470783183855,0.38623046875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.603718820861678,9.321467e-05,4868.884900819679,0.3876953125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.626938775510204,9.247797e-05,4937.665659817754,0.3759765625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6501587301587302,8.9592155e-05,4872.874735755595,0.3759765625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6733786848072563,8.980804e-05,4890.580115777337,0.388671875,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6965986394557823,9.39333e-05,4802.094463400987,0.37646484375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7198185941043084,9.4152085e-05,4620.741917119465,0.3681640625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7430385487528345,9.498998e-05,4620.51609083748,0.35986328125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7662585034013606,9.5683194e-05,4570.444212815679,0.35400390625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7894784580498866,9.0995825e-05,4698.794140815564,0.36767578125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8126984126984127,9.265399e-05,4767.250972676073,0.3662109375,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8359183673469388,9.226322e-05,4623.747155660042,0.376953125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8591383219954648,9.213337e-05,4739.20563098699,0.37353515625,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8823582766439909,9.163121e-05,4916.567983592145,0.37548828125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.905578231292517,9.2034796e-05,4719.752755943789,0.37158203125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9287981859410431,9.3542374e-05,4622.142750255524,0.36328125,0.0,-452.17377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
