Time_Seconds,RMS_Energy,Spectral_Centroid,ZCR,Novelty_Curve,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
0.0,1.2058493e-08,7465.906090610816,0.37451171875,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023219954648526078,1.4827267e-08,7507.463229862362,0.560546875,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046439909297052155,1.7233297e-08,7565.016534163299,0.74853515625,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06965986394557823,1.7301755e-08,7512.0291735455885,0.75048828125,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09287981859410431,1.744397e-08,7464.128718765127,0.74853515625,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11609977324263039,1.7255724e-08,7493.124353704462,0.74609375,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13931972789115646,1.710211e-08,7489.109286030592,0.74169921875,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16253968253968254,1.6875731e-08,7425.183691483188,0.74072265625,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18575963718820862,7.1111174e-08,6551.569768230801,0.6767578125,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2089795918367347,6.1259234e-06,1803.2471190259942,0.52880859375,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23219954648526078,9.777393e-06,1124.195716559935,0.34521484375,0.0,-494.54398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
